Campaign name,By Day,Subregion,Cost,Impressions,Clicks (destination),Conversions,Frequency,Currency
Newness: Collection Ads | Conversions | Azurae Collection | Top Markets,2025-10-18,Wisconsin,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Suiting Collection - Europe,2025-10-18,Limassol,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - Top Markets 13-17,2025-10-18,California,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Suiting Collection - Europe,2025-10-17,Unknown,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions | July | Funnel - Top Markets,2025-10-18,Canterbury Region,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-16,Tolna,0.00,2,0,0,-,AUD
Newness: Collection Ads  | Conversions | September | Funnel - Top Markets 13-17,2025-10-12,Tasman Region,0.00,1,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Séduire Collection - Europe,2025-10-17,Vila Real,0.00,2,0,0,-,AUD
BEST SELLERS | Conversions  | US,2025-10-12,South Dakota,0.00,1,0,0,-,AUD
Newness: Collection Ads  | Conversions | June | Funnel  - Europe,2025-10-18,Grand Est,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions | Azurae Collection | Top Markets,2025-10-18,Arkansas,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions | Azurae Collection - Europe,2025-10-13,Flanders,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Suiting Collection - Europe,2025-10-15,Asturias,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions | Azurae Collection - Europe,2025-10-13,Wallonia,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions | June | Funnel  - Europe,2025-10-14,Unknown,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - All Market 13-17,2025-10-13,Nevada,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions | Azurae Collection - Europe,2025-10-13,Vastra Gotaland,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - Europe,2025-10-17,South Holland,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions | Azurae Collection - Europe,2025-10-13,Skane,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions | July | Funnel - Top Markets,2025-10-12,Georgia,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Suiting Collection - ROW,2025-10-14,Umm Al Quwain,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - ROW,2025-10-15,Hail,0.00,1,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Atelier 2 Collection - Europe,2025-10-18,Carinthia,0.00,1,0,0,-,AUD
Newness: Collection Ads  | Conversions | September | Funnel - Australia 13-17,2025-10-14,Greater Darwin,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-13,Obcina Krsko,0.00,3,0,0,-,AUD
Newness: Collection Ads  | Conversions | May Part -1 |Funnel (CTA) - Top Markets,2025-10-15,California,0.00,0,0,0,-,AUD
Top Ads | Smart Test | Manual | US,2025-10-12,Missouri,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions | Azurae Collection | Top Markets,2025-10-17,Northern Ireland,0.00,0,0,0,-,AUD
Top Ads | Smart Test | Manual | US,2025-10-15,Ohio,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Atelier 2 Collection - Europe,2025-10-16,Zeeland,0.00,1,0,0,-,AUD
Top Ads | Catalog Test | Highest Bid | Automatic | US,2025-10-18,North Dakota,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions | July | Funnel - Top Markets,2025-10-13,Bay of Plenty Region,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-17,Postojna,0.00,2,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - Top Markets 13-17,2025-10-17,Louisiana,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions | Azurae Collection - Europe,2025-10-13,Varazdinska Zupanija,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions | Azurae Collection - Europe,2025-10-13,Split-Dalmatia,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-14,Lääne,0.00,1,0,0,-,AUD
Newness: Collection Ads | Conversions | Azurae Collection - Europe,2025-10-13,City of Zagreb,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions | July | Funnel - Europe,2025-10-18,Vastra Gotaland,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions | July | Funnel - All Markets - 13-17,2025-10-19,Unknown,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions | July | Funnel - Europe,2025-10-18,Skane,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions | Azurae Collection - Europe,2025-10-13,Istria,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions | Azurae Collection - Europe,2025-10-15,Hesse,0.00,0,0,0,-,AUD
Top Ads | Smart Test | Automatic | US,2025-10-13,New Hampshire,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions | Azurae Collection - Europe,2025-10-13,Osjecko-Baranjska Zupanija,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions | Azurae Collection - Europe,2025-10-13,Pomeranian,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions | Azurae Collection - Europe,2025-10-13,Opole,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions | Azurae Collection - Europe,2025-10-13,Lubusz,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - All Market 13-17,2025-10-13,Unknown,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions | Azurae Collection - Europe,2025-10-13,Lodz,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions | Azurae Collection - Europe,2025-10-13,Kuyavian Pomeranian,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions | Azurae Collection - Europe,2025-10-13,West Pomeranian,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions | Azurae Collection - Europe,2025-10-16,Thurgau,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions | July | Funnel - Top Markets,2025-10-15,Alberta,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions | Azurae Collection - Europe,2025-10-13,Greater Poland,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions | Azurae Collection - Europe,2025-10-13,Silesian,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Suiting Collection - Europe,2025-10-18,Viken,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions | August Collection - Europe,2025-10-14,Ceuta,0.00,4,0,0,-,AUD
Newness: Collection Ads | Conversions | Azurae Collection | Top Markets,2025-10-17,Southland Region,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions | September | Funnel - Top Markets 13-17,2025-10-17,Oregon,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions | Azurae Collection | Top Markets,2025-10-13,California,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions | September | Funnel - Top Markets 13-17,2025-10-16,Hawke's Bay Region,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Séduire Collection - ROW,2025-10-18,Sharjah,0.00,1,0,0,-,AUD
Newness: Collection Ads | Conversions | Azurae Collection - Europe,2025-10-16,Solothurn,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions | Atelier Collection,2025-10-13,Pennsylvania,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions | July | Funnel - Europe,2025-10-18,Lodz,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Australia 13-17,2025-10-19,South Australia,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions | July | Funnel - Europe,2025-10-18,Kuyavian Pomeranian,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions | July | Funnel - All Markets - 13-17,2025-10-16,Bay of Plenty Region,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Suiting Collection - Europe,2025-10-17,Nordland,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions | September | Funnel - Top Markets 13-17,2025-10-18,New South Wales,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions | July | Funnel - Europe,2025-10-18,Osjecko-Baranjska Zupanija,0.00,0,0,0,-,AUD
Top Ads | Smart Test | Manual | US,2025-10-13,Hawaii,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions | Azurae Collection - Europe,2025-10-19,Upper Austria,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions | July | Funnel - Europe,2025-10-18,City of Zagreb,0.00,0,0,0,-,AUD
Top Ads | Smart Test | Automatic | US,2025-10-15,Tennessee,0.00,0,0,0,-,AUD
Seasonal Collection | Europe,2025-10-19,Portalegre,0.00,10,0,0,-,AUD
Newness: Collection Ads  | Conversions | October | Funnel - Top Markets 13-17,2025-10-18,Arizona,0.00,0,0,0,-,AUD
Top Ads | Smart Test | Automatic | US,2025-10-13,Colorado,0.00,0,0,0,-,AUD
Seasonal Collection | Europe,2025-10-15,Baranya,0.00,1,0,0,-,AUD
Newness: Collection Ads | Conversions | Azurae Collection - Europe,2025-10-16,Vaud,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Suiting Collection - US,2025-10-17,Arizona,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Séduire Collection - Europe,2025-10-15,Pafos,0.00,4,0,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - All Market 13-17,2025-10-19,North Carolina,0.00,0,0,0,-,AUD
Top Ads | Smart Test | Automatic | US,2025-10-16,California,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Suiting Collection - Europe,2025-10-13,Friesland,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-13,Trzin,0.00,1,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-13,Polzela,0.00,7,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-13,Prebold,0.00,2,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-13,Tabor,0.00,1,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-13,Obcina Solcava,0.00,1,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-13,Obcina Zirovnica,0.00,1,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-13,Obcina Sempeter-Vrtojba,0.00,3,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-13,Komenda,0.00,1,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-13,Selnica ob Dravi,0.00,3,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-13,Ribnica na Pohorju,0.00,1,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-13,Hajdina,0.00,3,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-13,Obcina Miklavz na Dravskem Polju,0.00,5,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-13,Obcina Mirna Pec,0.00,1,0,0,-,AUD
Newness: Collection Ads  | Conversions | April |Funnel (CTA) - Top Markets,2025-10-15,Quebec,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-13,Oplotnica,0.00,1,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-13,Bistrica ob Sotli,0.00,1,0,0,-,AUD
Newness: Collection Ads  | Conversions | July | Funnel - All Markets - 13-17,2025-10-16,Northern Ireland,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-13,Lendava,0.00,1,0,0,-,AUD
Newness: Collection Ads | Conversions | Azurae Collection | Top Markets,2025-10-15,Queensland,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-13,Grad,0.00,1,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-13,Benedikt,0.00,2,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - Europe,2025-10-14,Kronoberg,0.00,1,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-13,Cerkvenjak,0.00,2,0,0,-,AUD
Top Ads | Catalog Test | Cost Cap | Automatic | US,2025-10-15,New Jersey,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Atelier 2 Collection - Europe,2025-10-19,Castelo Branco,0.00,3,0,0,-,AUD
Newness: Collection Ads  | Conversions | - La Muse Collection,2025-10-13,England,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Séduire Collection - ROW,2025-10-16,Unknown,0.00,7,0,0,-,AUD
Top Ads | Smart Test | Automatic | US,2025-10-12,Massachusetts,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Suiting Collection - Europe,2025-10-19,Lazio,0.00,0,0,0,-,AUD
Top Ads | Smart Test | Automatic | US,2025-10-12,Kentucky,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions | August Collection - Europe,2025-10-15,Slovenj Gradec,0.00,3,0,0,-,AUD
Top Ads | Smart Test | Automatic | US,2025-10-12,Virginia,0.00,0,0,0,-,AUD
Top Ads | Smart Test | Automatic | US,2025-10-12,Pennsylvania,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - Europe,2025-10-12,Ptuj,0.00,1,0,0,-,AUD
Newness: Collection Ads | Conversions | Azurae Collection - Europe,2025-10-16,Valais,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-17,Valgamaa,0.00,1,0,0,-,AUD
Newness: Collection Ads | Conversions | Azurae Collection - Europe,2025-10-17,Stockholm,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Top Markets,2025-10-13,Greater Darwin,0.00,0,0,0,-,AUD
Seasonal Collection | Europe,2025-10-12,La Rioja,0.00,4,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Suiting Collection - Europe,2025-10-13,Gelderland,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Australia 13-17,2025-10-12,Tasmania,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions | Azurae Collection - Europe,2025-10-16,Zurich,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Séduire Collection - Europe,2025-10-15,Dun Laoghaire Rathdown,0.00,1,0,0,-,AUD
Newness: Collection Ads  | Conversions | September | Funnel - Top Markets 13-17,2025-10-16,Western Australia,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-14,Trencin,0.00,2,0,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-14,Banska Bystrica,0.00,3,0,0,-,AUD
Conversions | Feburary Part -1 |Funnel (CTA) (UPDATED),2025-10-19,Georgia,0.00,0,0,0,-,AUD
Top Ads | Smart Test | Automatic | US,2025-10-15,South Carolina,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions | October | Funnel - Top Markets 13-17,2025-10-19,Nova Scotia,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions | September | Funnel - Top Markets 13-17,2025-10-16,Florida,0.00,0,0,0,-,AUD
Seasonal Collection | Europe,2025-10-15,Bács-Kiskun,0.00,1,0,0,-,AUD
Seasonal Collection | Europe,2025-10-12,Bjelovarsko-Bilogorska Zupanija,0.00,4,0,0,-,AUD
Seasonal Collection | Europe,2025-10-12,Slavonski Brod-Posavina,0.00,3,0,0,-,AUD
Seasonal Collection | Europe,2025-10-12,Koprivnicko-Krizevacka Zupanija,0.00,8,0,0,-,AUD
Seasonal Collection | Europe,2025-10-12,Krapinsko-Zagorska Zupanija,0.00,1,0,0,-,AUD
Seasonal Collection | Europe,2025-10-12,Sisacko-Moslavacka Zupanija,0.00,2,0,0,-,AUD
Seasonal Collection | Europe,2025-10-12,Vukovar-Sirmium,0.00,2,0,0,-,AUD
Newness: Collection Ads  | Conversions | July | Funnel - Top Markets,2025-10-18,Auckland Region,0.00,0,0,0,-,AUD
Newness: Collection Ads | Product Sales - US - April 18th,2025-10-18,California,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions | October | Funnel - Top Markets 13-17,2025-10-15,Unknown,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions | July | Funnel - Australia - 13-17,2025-10-14,Unknown,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions | Soirée Collection,2025-10-16,Minnesota,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - Europe,2025-10-18,Attiki,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-17,Piran,0.00,5,0,0,-,AUD
Seasonal Collection | Europe,2025-10-15,Zagorje ob Savi,0.00,2,0,0,-,AUD
Seasonal Collection | Top Markets,2025-10-13,Victoria,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - Europe,2025-10-12,Radovljica,0.00,1,0,0,-,AUD
Newness: Collection Ads | Conversions | Zephyr Collection,2025-10-19,New York,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions | Azurae Collection - Europe,2025-10-16,Basilicata,0.00,0,0,0,-,AUD
Conversions - MON AMOUR- Collection (CTA),2025-10-16,Quebec,0.00,0,0,0,-,AUD
Smart+ | Top Performing Sparks | Prom Page - Jan/Mar,2025-10-17,Texas,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - All Market 13-17,2025-10-12,Queensland,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Suiting Collection - Europe,2025-10-17,Limburg,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Suiting Collection - US,2025-10-14,Unknown,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions | Azurae Collection - Europe,2025-10-13,Rogaland,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions | Solune Collection - Top markets,2025-10-18,Dubai,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-12,Hrastnik,0.00,3,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Séduire Collection - Europe,2025-10-15,Larnaka,0.00,6,0,0,-,AUD
Top Ads | Smart Test | Automatic | US,2025-10-18,New Jersey,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Séduire Collection - Europe,2025-10-15,Keryneia,0.00,3,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-17,Viljandimaa,0.00,7,0,0,-,AUD
Promotions Sale CAMPAIGN | Catalog Ads | Mid Year SALE | All Markets,2025-10-15,Scotland,0.00,0,0,0,-,AUD
Top Ads | Catalog Test | Cost Cap | Automatic | US,2025-10-15,Maine,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-17,Võrumaa,0.00,3,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Suiting Collection - Europe,2025-10-17,Ostergotland,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Séduire Collection - Europe,2025-10-15,Brittany,0.00,36,0,0,-,AUD
Top Ads | Catalog Test | Highest Bid | Automatic | US,2025-10-19,Nevada,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions | Azurae Collection | Top Markets,2025-10-17,Quebec,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Atelier 2 Collection - ROW,2025-10-18,Tabuk,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions | July | Funnel - Europe,2025-10-13,Porto,0.00,0,0,0,-,AUD
Top Ads | Smart Test | Automatic | US,2025-10-19,Missouri,0.00,0,0,0,-,AUD
Seasonal Collection | ROW,2025-10-13,Al Bahah,0.00,5,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-12,Ilirska Bistrica,0.00,6,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - Top Markets 13-17,2025-10-14,Florida,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-19,Veszprem,0.00,3,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Suiting Collection - Europe,2025-10-18,Norrbotten,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions | Azurae Collection - Europe,2025-10-16,Provence Alpes Cote d'Azur,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions | - La Muse Collection,2025-10-16,California,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions | Azurae Collection - Europe,2025-10-13,Nouvelle Aquitaine,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions | Azurae Collection - Europe,2025-10-13,Bourgogne Franche Comte,0.00,0,0,0,-,AUD
Newness: Collection Ads  | Conversions | July | Funnel - Europe,2025-10-12,Campania,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Suiting Collection - Europe,2025-10-13,Bavaria,0.00,0,0,0,-,AUD
Top Ads | Smart Test | Manual | US,2025-10-13,Oklahoma,0.00,0,0,0,-,AUD
Newness: Collection Ads | Conversions | Azurae Collection - Europe,2025-10-13,Grand Est,0.00,0,0,0,-,AUD
