Campaign name,By Day,Ad name,Campaign ID,Ad group name,Ad group ID,Ad ID,Cost,Impressions,Clicks (destination),Frequency,Conversions,Video views,2-second video views,6-second video views,Video views at 100%,Video views at 75%,Video views at 50%,Video views at 25%,Average play time per video view,Adds to cart (website),Add to cart value (website),Currency
Newness: Collection Ads  | Conversions - CPA | September | Funnel - US,2025-10-15,Elvira Twinsy GRWM Black & Ivory | TikTok | ED: 29/12/2025,1842432547494225,Cold #3 - 24/9/2025,1844239678553266,1844677648171297,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Conversions | January Part -1 |Funnel (CTA),2025-10-14,MON AMOUR | BP,1787404277752833,Pure Pixel #3,1789287410110513,1789287416203266,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Seasonal Collection | Top Markets,2025-10-14,Seasonal Birthday | Birthday Girl Approved 2 | BEST OWN,1833640897163329,Seasonal Birthday BEST,1833739919329329,1833739922155618,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads  | Conversions | October | Funnel - Top Markets 13-17,2025-10-16,PR Content Pretty Tye Rosetta GRWM | TikTok | ED: 01/01/2026,1845132611507346,Cold #1 - 3/10/2025,1845132611507362,1845132611508386,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-18,Rowan + Atlanta Deep Olive Fit Check | TikTok | ED: 09/12/2025,1842431186105393,Cold #1 - 4/9/2025,1842431186106369,1842867402329282,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Australia 13-17,2025-10-15,Samira Blush or Red | TikTok | ED: 14/11/2025,1839261200188417,Cold #1 - 8/1/2025,1839261200188433,1840532417028097,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads  | Conversions | October | Funnel - Top Markets 13-17,2025-10-15,Boosted | Video | Social Shoot | Reaction | Standard | Tyla - Mona Mini Dress Ivory  ED: 07/01/26,1845132611507346,Cold#1 - 3/10/2025,1845229048827970,1845511365518353,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Seasonal Collection | Europe,2025-10-17,Shape Sessions - Full Cup Certified Talking TikTok Text Video 2 | ED: 28/09/2025,1834056143155217,Seasonal Shape Session,1842142867762178,1842142867765266,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-13,Eileen Hands In Makeup Ivory | TikTok | ED: 08/12/2025,1842431186105393,Cold #1 - 4/9/2025,1842431186106369,1842802341854418,0.00,4,0,1.33,0,3,0,0,0,0,0,0,0.67,0,0.00,AUD
Seasonal Collection | Europe,2025-10-17,Shape Sessions - Full Cup Certified Talking TikTok Text Video 1 | ED: 28/09/2025,1834056143155217,Seasonal Shape Session,1842142867762178,1842142867765250,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Australia 13-17,2025-10-17,PR Content Maliyah Jey_Mar | TikTok | ED: 12/11/2025,1839261200188417,Cold #1 - 8/1/2025,1839261200188433,1840434584543266,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads  | Conversions | March |Funnel (CTA) - Top Markets,2025-10-15,PR Content: @kerinawang Maliyah Plum Brown | ED: 17/06/2025,1825675923870754,Cold #5 - 03/18/2025,1826957169664034,1827115069873153,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads  | Conversions | July | Funnel - Australia - 13-17,2025-10-18,PR Content Kerina Wang Fable Gown Lemon | TikTok | ED: 16/10/2025,1836456376201314,Cold #2 - 7/9/2025,1837160655514657,1837982582901938,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Seasonal Collection | Europe,2025-10-17,Shape Sessions - Full Cup Certified Talking W/Text Text Jillian Maxi Dress/Kensington Maxi Dress | ED: 28/09/2025,1834056143155217,Seasonal Shape Session,1842142867762178,1842142867765298,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads | Conversions | Azurae Collection - Europe,2025-10-15,Azurae Collection Drop 4 |  Video 1 (Ecom) | ED: 21/10/2025,1836546822883346,Drop- #4 | ED: 21/10/2025,1838440816056433,1838440816058513,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Seasonal Collection | US Only,2025-10-18,Seasonal Homecoming | @annabernmark Twinst | Logo Only | PR Content,1841693723595922,Seasonal Homecoming - US Only,1841693989020770,1842251729050641,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - ROW,2025-10-16,Eileen ASMR Grwm | TikTok | ED: 11/12/2025,1842432392750258,Cold #2 - 12/9/2025,1843042804409570,1843042804415538,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads | Conversions | Azurae Collection - Europe,2025-10-15,Azurae Collection Drop 4 |  Video 2 (Campaign) | ED: 21/10/2025,1836546822883346,Drop- #4 | ED: 21/10/2025,1838440816056433,1838440816058497,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads  | Conversions | August | Funnel - US,2025-10-19,Solune Collection Flicker | TikTok | ED: 25/11/2025,1841504151797777,Cold #2 - 8/22/2025,1841504151797793,1841711313065185,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads  | Conversions | July | Funnel - All Markets - 13-17,2025-10-14,PR Content Freya Parkhouse Syren | TikTok | ED: 03/10/2025,1836456655547474,Cold #1 - 7/1/2025,1836456655547506,1836825062905857,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads  | Conversions | October | Funnel - Top Markets 13-17,2025-10-16,Boosted | Video | Ecom | Reaction | Standard | Tyla - Elvira Mini Dress Plum Brown | ED: 02/01/2026,1845132611507346,Cold #1 - 3/10/2025,1845132611507362,1845132611508354,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads  | Conversions | April |Funnel (CTA) - Top Markets - Europe+,2025-10-15,PR Content Emerson Waist Snatch | TikTok | ED: 28/07/2025,1828334554390530,Pure Pixel #8 - 04/29/2025,1830793746923538,1830793750077714,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads  | Conversions | October | Funnel - Top Markets 13-17,2025-10-16,Boosted | Video | Campaign | GRWM | Standard | Julia & Yas - Willow Coat Chocolate & Beige | ED: 02/01/2026,1845132611507346,Cold #1 - 3/10/2025,1845132611507362,1845132611508370,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads | Conversions | October | Top Markets,2025-10-16,Ad | Video | Ecom | Product | Compilation Cornelia Mini Dress Plum Brown V3 | ED: 30/12/2025,1844869199532178,Drop- #1 | ED: 30/12/2025,1844873806146690,1844874037566466,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads  | Conversions | August | Funnel - All Market 13-17,2025-10-13,Samira Blush or Red | TikTok | ED: 14/11/2025,1839261054431282,Cold #1 - 8/1/2025,1839261054432258,1840533552299025,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Smart+ | Top Performing Sparks | New Arrivals Page - Jan/Mar - Top Markets,2025-10-13,_001,1825823253775473,Ad group 20250206045808,1825823253776385,1825823258774562,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Seasonal Collection | Europe,2025-10-15,Shape Sessions - Size Diversity Walk in Walk Out (no added text/sizing only) Red Dresses | ED: 28/09/2025,1834056143155217,Seasonal Shape Session,1842142867762178,1842142867763330,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads  | Conversions | December |Funnel (CTA) - Top Markets,2025-10-16,Petra Wine Group Walkout | TikTok | ED: 11/03/2025,1817642528500738,Pure Pixel #1 - 12/06/2024,1817643146376241,1817693784135761,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - ROW,2025-10-17,Double Reaction Keira | TikTok | ED: 27/12/2025,1842432392750258,Cold #2 - 12/9/2025,1843042804409570,1843062412300386,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Conversions | Search Campaign Competitors - US/AU,2025-10-14,PR Content | @yasminbright Kensington Maxi Dress - Ivory | ED: 07/10/2025,1828313328645185,Competitors - July 6th - August 6th,1840274897762386,1840275569838130,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Top Markets,2025-10-13,Rowan + Atlanta Deep Olive Fit Check | TikTok | ED: 09/12/2025,1842432041382946,Cold #1 - 4/9/2025,1842432041382962,1842866886567041,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads  | Conversions | July | Funnel - All Markets - 13-17,2025-10-14,A.I Video Andrina Ivory | TikTok | ED: 22/10/2025,1836456655547474,Cold #3 - 22/07/2025,1838335024925841,1838335024925873,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Seasonal Collection | Europe,2025-10-17,Shape Sessions - Full Cup Certified Talking WO/Text Text Video 2 (test) | ED: 28/09/2025,1834056143155217,Seasonal Shape Session,1842142867762178,1842142867765282,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
BEST SELLERS | Conversions  | Top Markets,2025-10-17,Petra twinsy fit check | Tiktok | ED: 22/07/2025,1802565639974002,April #1 - 04/23/2025,1828964907877377,1830265299968273,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads  | Conversions | October | Funnel - Top Markets 13-17,2025-10-17,Boosted | Video | Social Shoot | Reaction | Standard | Tyla - Paula Maxi Dress Gold Sparkle | ED: 01/01/2026,1845132611507346,Cold #1 - 3/10/2025,1845132611507362,1845132611509330,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads | Conversions | October | Top Markets,2025-10-18,Ad | Video | Ecom | Reaction | Elvira Mini Dress Plum Brown | ED: 30/12/2025,1844869199532178,Drop- #1 | ED: 30/12/2025,1844873806146690,1844874037560594,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Seasonal Collection | US Only,2025-10-17,Shape Sessions - Full Cup Certified Talking WO/Text Text Video 2 (test) | ED: 28/09/2025,1841693723595922,Seasonal Shape Session,1842142528759025,1842142528762897,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Conversions | Feburary Part -1 |Funnel (CTA),2025-10-16,LUELLA MAXI DRESS - BLACK | BP,1790575748430897,Pure Pixel #2,1791303424298034,1791303434038321,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads  | Conversions | September | Funnel - Top Markets 13-17,2025-10-17,PR Content Gabbi Farias Lindsey Deep Olive GRWM | TikTok | ED: 30/12/2025,1842332406660097,Cold #3- 25/9/2025,1844238520815633,1844768534958306,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Seasonal Collection | US Only,2025-10-17,Shape Sessions - Full Cup Certified Talking W/Text Text Jillian Maxi Dress/Kensington Maxi Dress | ED: 28/09/2025,1841693723595922,Seasonal Shape Session,1842142528759025,1842142528762881,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - Top Markets 13-17,2025-10-17,Boosted | Video | Ecom | Product | Flicker | Julia - Babyboo Suiting | ED: 02/01/2026,1844952240512129,Cold #1 - 3/10/2025,1844952240512145,1845064964414641,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads | Conversions | Azurae Collection | Top Markets,2025-10-15,Azurae Collection Drop 1 |  (Social Ecom Flicker) | ED: 07/10/2025,1836550770817249,Drop- #1 | ED: 26/08/2025,1836552002790497,1837181902031889,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Seasonal Collection | US Only,2025-10-17,Shape Sessions - Full Cup Certified Talking TikTok Text Video 1 | ED: 28/09/2025,1841693723595922,Seasonal Shape Session,1842142528759025,1842142528762929,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - Top Markets,2025-10-17,Boosted | Video | Influencer/PR| Treadmil | Standard | Mariipvzz - August D1 & D2 Plum Dresses | ED: 01/01/2026,1844953045703745,Cold #1 - 3/10/2025 don't turn on,1844953045703761,1844953236476001,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Seasonal Collection | Europe,2025-10-14,Shape Sessions - Full Cup Certified Walk in Walk Out (no added text) | ED: 28/09/2025,1834056143155217,Seasonal Shape Session,1842142867762178,1842142867764466,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Conversions | March Part -1 |Funnel (CTA),2025-10-16,SHAE MAXI DRESS - SAGE | BP,1796059545553969,Pure Pixel - #1,1796070339154962,1796070931710994,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads  | Conversions | - Amore Collection,2025-10-14,Amore Drop 1 Collection | Video 4 | ED: 08/04/2025,1820667490318385,Pure Pixel - Drop 1,1820667490832401,1820667493804098,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Seasonal Collection | Europe,2025-10-14,Shape Sessions - Full Cup Certified Talking WO/Text Text Video 4 | ED: 28/09/2025,1834056143155217,Seasonal Shape Session,1842142867762178,1842142867764434,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - US,2025-10-18,Ad | Video | Influencer/PR | Lifestyle | @valerie.langu Mona Mini Dress Ivory V1 | ED: 28/12/2025,1842432547494225,Cold #3 - 24/9/2025,1844239678553266,1844592863448113,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - Europe,2025-10-19,Boosted | Video | Ecom | Reaction | Standard | Tyla - Amala Cherry Lacquer | ED: 09/01/26,1844953885363346,Cold #1 - 3/10/2025,1844953885363362,1845863487793282,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
BEST SELLERS | Conversions  | Top Markets,2025-10-13,Campaign | Sherrie Midi Dress Blush Gingham | ED: 06/10/2025,1802565639974002,July #1 -07/03/2025,1837352714360882,1837616569569409,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads | Conversions - CPA | Atelier 2 Collection - ROW,2025-10-14,Atelier 2 Collection Drop 1 | Video 3 (Campaign) | ED: 25/11/2025,1842787192029409,Drop- #1 | ED: 25/11/2025,1842787192029425,1842787291111442,0.00,1,0,1.00,0,1,0,0,0,0,0,0,1.56,0,0.00,AUD
Newness: Collection Ads | Conversions | August Collection - Top Markets,2025-10-17,August Collection Drop 2 | Video 8 (Ecom GIF Flicker) | ED: 11/11/2025,1839662800059425,Drop- #1 | ED: 04/11/2025,1839662855981185,1840257360706673,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-15,PR Content Jey Mar Fable Plum | TikTok | ED: 10/12/2025,1842431186105393,Cold #1 - 4/9/2025,1842431186106369,1842965601460321,0.00,2,0,1.00,0,2,0,0,0,0,0,0,0.80,0,0.00,AUD
BEST SELLERS | Conversions  | Top Markets,2025-10-15,Campaign Content | Samira Maxi Dress Blush | ED: 09/10/2025,1802565639974002,July #1 -07/03/2025,1837352714360882,1837627992924210,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Seasonal Collection | Europe,2025-10-14,Shape Sessions - Full Cup Certified Walk in Walk Out (no added text) V2 | ED: 28/09/2025,1834056143155217,Seasonal Shape Session,1842142867762178,1842142867764450,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads  | Conversions | September | Funnel - Top Markets 13-17,2025-10-18,PR Content Sosazerafa Aveta & Deliliah Mini vs Maxi | TikTok | ED: 03/12/2025,1842332406660097,Cold #1 - 4/9/2025,1842332406660113,1842332406662145,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
BEST SELLERS | Conversions  | Top Markets,2025-10-14,Campaign Content | Effie Midi Red & Black | ED: 09/10/2025,1802565639974002,July #1 -07/03/2025,1837352714360882,1837632603756578,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads | Conversions - CPA | Suiting Collection - Europe,2025-10-17,Suiting Collection Drop 1 | Video 2 (Details In-House) | ED: 16/12/2025,1843416120008802,Drop- #1 | ED: 16/12/2025,1843416120012898,1843416120013890,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads | Conversions - CPA | Suiting Collection - Europe,2025-10-18,Suiting Collection Drop 1 | Video 7 (Campaign) | ED: 16/12/2025,1843416120008802,Drop- #1 | ED: 16/12/2025,1843416120012898,1843416120014866,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
BEST SELLERS | Conversions  | Top Markets,2025-10-13,Forever Yours Haul | PR CONTENT | ED: 21/09/2025,1802565639974002,June #1 - 06/28/2025,1836193092672561,1836194332591393,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads  | Conversions | September | Funnel - Top Markets 13-17,2025-10-18,Eileen ASMR Grwm | TikTok | ED: 11/12/2025,1842332406660097,Cold #2 - 12/9/2025,1843043755552338,1843043947040785,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads  | Conversions | Soirée Collection - ROW,2025-10-15,Soirée Collection Drop 4 | Video 5 | ED: 22/07/2025,1831392254622833,Pure Pixel #4,1831392254623761,1831392260590610,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads | Conversions - CPA | Suiting Collection - Europe,2025-10-18,Suiting Collection Drop 1 | Video 6 (Campaign) | ED: 16/12/2025,1843416120008802,Drop- #1 | ED: 16/12/2025,1843416120012898,1843416120014850,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Seasonal Collection | Europe,2025-10-15,Shape Sessions - Full Cup Certified Try On Talking Video Maliyah Lemon (w/ Tiktok text) | ED: 28/09/2025,1834056143155217,Seasonal Shape Session,1842142867762178,1842142867763362,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - Europe,2025-10-19,Boosted | Video | Ecom | Product | Compilation | Tyla - Palmer  | ED: 13/01/26,1844953885363346,Cold #2 - 15/10/2025,1846044930315634,1846045124891922,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads  | Conversions | July Part -1 |Funnel (CTA) - Top Markets,2025-10-15,JOSEPHINE MAXI DRESS - RED,1803778242074641,Pure Pixel - 2,1804362088057890,1804362093318209,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads | Conversions | Azurae Collection | Top Markets,2025-10-15,Azurae Collection Drop 4 |  Video 1 (Ecom) | ED: 21/10/2025,1836550770817249,Drop- #4 | ED: 21/10/2025,1838439645019298,1838439645019314,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Top Ads | Smart Test | Automatic | US,2025-10-16,Top ads | Catalog Videos | 16/09/2025,1843407939483777,Top ads #1 16/09/2025,1843408603199729,1843428730830850,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
BEST SELLERS | Conversions  | Top Markets,2025-10-16,PR Content | @isabellagarwood Carrie Mini Blush | ED: 09/10/2025,1802565639974002,July #1 -07/03/2025,1837352714360882,1837629962447170,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Seasonal Collection | US Only,2025-10-17,Seasonal Homecoming | Flicker Reel | Logo Only  | Ecom Content ,1841693723595922,Seasonal Homecoming - US Only,1841693989020770,1841693989020786,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Seasonal Collection | ROW,2025-10-16,Shape Sessions - Full Cup Certified Talking TikTok Text Video 3 | ED: 28/09/2025,1834055653054577,Seasonal Shape Session,1842143132114098,1842143137410289,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads  | Conversions | September | Funnel - Australia 13-17,2025-10-17,Elvira Twinsy GRWM Black & Ivory | TikTok | ED: 29/12/2025,1842332114924626,Cold #3 - 24/9/2025,1844242652257410,1844678901805346,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads  | Conversions | July Part -1 |Funnel (CTA) - Top Markets,2025-10-16,LENA MINI DRESS - IVORY,1803778242074641,Warm - 1,1803778242074657,1803778257964065,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads  | Conversions | July | Funnel - Top Markets,2025-10-17,Serena Top + Hallie Skirt Plum Brown Reaction | TikTok | ED: 16/10/2025,1836456809298130,Cold #2 - 7/9/2025,1837156279606273,1837981452950641,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads | Conversions - CPA | Suiting Collection - Europe,2025-10-18,Suiting Collection Drop 1 | Video 8 (Campaign) | ED: 16/12/2025,1843416120008802,Drop- #1 | ED: 16/12/2025,1843416120012898,1843416120014882,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads  | Conversions | February |Funnel (CTA) - Top Markets,2025-10-15,"Twinsy Blakely Top, Gretchen Skirt + Rory | TikTok | ED: 22/05/2025",1823129687776305,Cold #4 - 02/14/2025,1824050660044897,1824050665432065,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Seasonal Collection | Top Markets NEW,2025-10-17,Seasonal Euro Summer | @anettaberi | Centre Copy | PR Content,1841692986014721,Seasonal Euro Summer,1841692986014737,1841692994363409,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads | Conversions - CPA | Suiting Collection - Europe,2025-10-18,Suiting Collection Drop 1 | Video 5 (Campaign) | ED: 16/12/2025,1843416120008802,Drop- #1 | ED: 16/12/2025,1843416120012898,1843416120013938,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads  | Conversions | July | Funnel - Top Markets,2025-10-14,Zafira Diversity Black & Cherry | TikTok | ED: 21/10/2025,1836456809298130,Cold #3 - 22/07/2025,1838334773763634,1838334773765506,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Newness: Collection Ads | Conversions - CPA | Suiting Collection - Europe,2025-10-18,Suiting Collection Drop 1 | Video 4 (Campaign) | ED: 16/12/2025,1843416120008802,Drop- #1 | ED: 16/12/2025,1843416120012898,1843416120013922,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
Conversions | Feburary Part -1 |Funnel (CTA),2025-10-14,NEW ARRIVALS Collection | BP,1790575748430897,Warm #2,1791342026680337,1791342032774194,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,0.00,AUD
